,ERR9954784,SRR10754133,SRR2973693,SRR4436359,GSM697598,GSM896836
DUSP26,0.626916738,0,0.125345789,0,5.741488756,1.230842122
DUSP3,3.772510291,4.110301511,3.85059979,4.644415715,10.30264865,5.535446032
DUSP4,1.810415422,6.337221853,2.27422863,4.223753084,10.08183207,-0.040632442
DUSP5,1.639628301,6.157773285,4.920691308,5.243336833,6.145693441,5.317710131
DUSP6,1.918323635,5.758963821,4.584656582,5.799175887,12.72738775,0.181543281
DUSP8,2.525596661,2.788213134,0.19443887,0.601801157,10.16592898,0.330130633
DUSP9,0,0,0,0.604187334,7.854538399,0.102275153
DUT,5.023874669,4.443959028,3.258571094,4.358601927,12.59732799,1.826383452
DVL1,1.801998553,3.278625435,3.6463364,5.701453969,11.45707629,-0.161348877
DVL2,2.494904156,1.973466901,2.769076389,3.69428372,3.067964376,2.977280107
DVL3,1.829171354,3.036491392,3.487994868,3.263753339,7.436321034,1.786871493
DXO,2.62960818,2.842247289,2.904953892,2.44415834,9.328830314,1.831779451
DYM,1.148445899,1.356867363,2.249167111,2.840746632,8.74788914,3.15650454
DYNC1H1,2.501719738,3.537794575,4.749844828,5.026686318,10.47535735,4.777038962
DYNC1I2,1.585475564,3.433978644,4.028893856,5.423709845,9.305353845,4.505776564
DYNC1LI1,2.115769585,2.816762688,3.640674022,3.753472151,9.489147097,1.834665188
DYNC1LI2,2.353641217,3.52462836,4.778847911,4.204225136,10.93399374,4.737025122
DYNC2H1,0.099576305,0.691957051,2.419511597,1.528764632,5.368402696,1.823758367
DYNC2I1,0.715178286,1.046763261,1.663161481,1.70758166,2.77766085,2.880496484
DYNC2I2,5.444807882,5.08318669,2.3269255,4.332447039,11.87806542,4.062827341
DYNC2LI1,1.829949367,1.813621195,2.374073746,1.771297101,6.159627008,-0.025879465
DYNLL1,7.582591406,7.436357098,5.024908284,7.17046643,14.89918359,6.975597222
DYNLL2,1.68091324,3.698604044,4.564112362,3.950558628,9.451809044,3.452584365
DYNLRB1,0.879999776,0,0.824437439,0.894104112,12.81761847,4.336659359
DYNLT1,4.086097212,4.471627716,5.557801882,6.535334238,13.60517696,4.890397516
DYNLT2,1.152632048,2.949076603,0.688845542,1.236712126,8.644106032,-0.235768613
DYNLT2B,3.129037975,1.430247844,1.657074584,2.761150746,11.22990103,3.535605385
DYNLT3,4.867588807,3.729938859,4.539069668,3.971883014,11.98827667,1.824659167
DYRK1A,0.40126261,1.177961599,2.245952572,2.407380814,4.651230465,0.047841574
DYRK1B,1.745236112,2.575828034,1.72158166,2.72904034,8.43080568,1.192370718
DYRK2,0.154813357,2.128620513,3.025228254,2.25967338,8.401221205,0.086886334
DYRK3,0.392360509,1.284323639,1.864309,2.809050747,2.22158132,0.436102789
DYRK4,2.015508408,2.334577157,1.363651897,2.614691397,9.834412212,3.781244608
DYSF,0.166968446,0.312143856,1.597323286,0.878109356,7.632329458,0.525211656
DZANK1,0,1.090776361,0.422585682,0.554856255,4.996622017,0.696540509
DZIP1,1.009242339,1.301198491,2.539576174,2.398242496,6.331238144,-0.026614063
DZIP1L,1.433532247,0.556733723,1.755296291,0.994908781,1.099133467,0.592325852
DZIP3,1.160953797,3.17354321,2.24377079,1.611790058,7.973655725,-0.215422481
E2F1,5.59859529,3.675398031,2.177890132,1.481514246,10.38945717,0.338286914
E2F2,0.258700237,0.903009524,0.69807497,0.337630822,7.946790112,3.711410435
E2F3,1.407922179,4.10648985,2.481474884,2.818996054,12.42165203,4.515284787
E2F4,3.130300839,3.783821753,3.24906399,4.722793399,8.828556862,4.196052
E2F5,1.880604747,2.20426636,0.727787979,1.230520044,6.610476482,3.706147699
E2F6,0.337730027,3.896325144,2.074247038,2.585903003,9.739730293,0.077721857
E2F7,0.227149073,2.081034011,2.472525201,2.740606903,11.04057836,2.887568044
E2F8,1.354424079,1.511901473,0.176105931,0.977767647,8.929884658,0.634715555
E4F1,2.123866745,1.69223107,1.745259686,2.774475787,8.262608338,4.263001344
EAF1,2.365125032,5.258014703,2.303343657,3.422221589,8.315659985,2.66308999
EAF2,0.683532138,0.376611056,0.590131646,1.04357221,6.621405832,1.689691565
EAPP,4.339276367,3.975595293,3.854024584,3.821215978,12.7606855,0.667951784
EARS2,2.078206805,2.572250649,2.016408114,3.353047025,6.652429123,3.172032521
EBAG9,1.396588847,1.89226603,1.815101403,1.827625208,8.439991981,0.017902131
EBI3,1.832798482,1.633103001,0,0.070190428,5.365752507,0.811417021
EBLN2,0,1.363046184,1.18818626,2.047110626,11.02058798,1.490727483
EBNA1BP2,4.813123583,4.649214174,3.246502842,5.377377311,14.2580526,6.562350966
EBP,3.247097691,4.17166164,2.419867831,5.852356003,12.63319679,4.245594309
EBPL,4.388323019,4.967658703,3.079705032,5.583869407,10.8379697,4.466782996
ECD,2.346708355,2.675241523,3.045024004,4.393744509,9.250223771,2.503674662
ECE1,3.638026571,5.910951651,4.464537759,5.755005021,4.572069828,1.21082086
ECE2,0.294950181,0.152696558,0,0,9.940064886,-0.13556229
ECEL1,0,0.529297158,0,0,2.410504405,-0.120362999
ECHDC1,3.03242368,2.882005124,3.351029033,3.024633159,10.35970851,1.365065336
ECHDC2,1.140854599,1.979221476,1.589682993,1.738824232,11.13135138,3.406111581
ECHDC3,1.980294279,1.219703258,0.653660045,4.286378862,10.91855992,2.290261457
ECHS1,5.560792238,6.862345666,5.408345026,7.583802923,11.74389269,5.523613516
ECI1,4.529671912,4.870887697,1.835343111,3.871995558,12.4534184,3.209880808
ECI2,2.447602923,2.020836789,3.3323342,3.715937479,10.93557427,-0.291670034
ECM1,1.829500422,1.174453172,4.043916225,3.227699322,6.368044081,-0.003137367
ECPAS,2.14576016,4.210520791,4.530405362,5.353213499,7.201411563,1.124022618
ECSIT,2.690199354,2.388514888,1.03683334,3.446140626,10.28706701,1.346086047
ECT2,2.293246106,4.676893943,3.201420125,4.19802949,11.44623491,5.758194161
EDA,0,0.15458874,0.298607017,0.03819553,3.556817012,0.080407453
EDARADD,0.620029174,0.993446872,1.526265727,2.62920328,10.99184072,0.228184501
EDC3,1.307760197,1.4666044,1.715938532,2.560039274,6.839647866,1.340474822
EDC4,2.168084517,3.275731252,2.377357126,3.5381082,7.56336128,4.210350911
EDEM1,2.569529618,4.339104924,3.302993789,5.329633618,7.38642011,2.535752888
EDEM3,0.854778392,2.980460901,2.773237425,2.3841578,10.89336188,-0.362294823
EDF1,8.170218308,7.665233044,6.900154646,8.042581213,12.78681716,5.535682832
EDN1,3.461494801,8.425119117,0.691892682,5.461007398,12.86998603,4.590258879
EDN2,0,0.400730605,0,0.684886007,8.545108135,0.458280676
EDRF1,0.636279202,1.817035828,1.474868999,1.985730973,5.315489631,3.158454823
EEA1,0.397327235,1.706080339,3.634800065,2.618006112,5.467920551,0.923666366
EEF1A1,9.584968848,10.84087876,9.009813734,10.68083697,12.81553036,7.740649442
EEF1A2,4.565163697,4.780053717,0.05251505,0.142480619,11.81437863,5.759713066
EEF1AKMT1,2.069507231,2.413493583,2.115307522,2.922028405,8.478901379,2.484239877
EEF1AKMT2,1.981712634,0.896818965,1.670344095,0.984953838,8.606103306,0.336118035
EEF1AKMT3,0,2.199901852,2.173896094,2.417495289,6.278313691,-0.025052567
EEF1B2,10.51753408,9.771737932,6.499841086,8.584474755,15.13502619,1.888746475
EEF1D,4.966906084,4.808232231,2.857846622,4.675842428,15.51950561,-0.040966407
EEF1E1,2.20048748,2.370773159,2.279688858,2.474672924,10.60601644,-0.456813932
EEF1G,0,0,0,0.03383245,15.36520135,7.606741722
EEF2,7.612885922,8.98091205,7.835720324,10.18196683,11.85455976,6.908109639
EEF2K,0.486224327,1.751460303,2.305534737,2.895530276,2.214223276,3.700683069
EEF2KMT,2.352243512,1.512241475,1.278985309,1.870474976,5.914788427,2.444875019
EEFSEC,0.923103072,1.466921076,1.318819877,2.526180888,4.097530891,0.418000563
EEIG1,1.205161362,2.915792253,3.42548028,1.257541911,9.435599469,0.852587718
EEIG2,0.156696144,2.152025951,1.607566183,0.52808195,7.211996401,2.698369564
EEPD1,0,0.586457768,0.647560151,0.338429112,5.507610707,1.698978749
EFCAB11,0.929413379,0.531238455,0.896845137,0.985887006,7.221698738,-0.0671321
EFCAB12,0.351005961,0.346119061,0.186265161,0.03438186,8.076970199,0.148677227
EFCAB14,1.082691817,3.004257216,3.427780395,2.978029995,10.6506719,3.489460857
EFCAB2,1.695094348,1.373514871,0.76977793,0.21370964,9.417647147,0.049753008
EFCAB6,0,0.043834732,0.626295686,0.05184381,2.728048506,-0.157737454
EFCAB7,0.248617164,1.708300451,1.51123279,1.030621906,9.142820289,0.273266259
EFCC1,0,0,0.28527749,0,2.116707887,0.418592389
EFEMP2,0.674729301,0.833994043,5.176771567,2.531117399,4.951717561,-0.025535078
EFHC1,0.30547907,0.550184092,0.987873226,0.93455474,3.881466918,1.841964507
EFHC2,0.402984637,0.212379324,0,0.24865519,2.058834444,-0.279260647
EFHD2,3.635769282,4.055421263,3.367299819,5.773401639,9.667526752,6.085449302
EFL1,0.566269128,2.246673018,3.214734267,4.322981321,8.76123594,0.060606677
EFNA1,3.380498826,7.46121746,0.658507535,6.669544038,12.74429052,0.827186
EFNA4,1.436600936,1.531124393,1.359299174,3.733836986,7.807854705,1.463056418
EFNA5,0.642612526,1.743109672,1.474119994,1.306852229,7.812136469,0.35260487
EFNB1,1.201074448,2.854790948,3.036310591,6.668512389,12.56735366,0.476586372
EFNB2,1.192825687,1.587021418,0.478402319,4.147907235,11.1002474,1.659464101
EFNB3,0,1.890954418,1.257462779,0.877544615,8.622700534,0.667951784
EFR3A,2.710143931,5.016946639,5.033577129,4.868617294,11.62089296,5.17323887
EFR3B,0.138543054,1.081451936,1.239757458,0.26308169,3.393136679,-0.034552852
EFTUD2,2.626954999,3.343728332,2.715505699,4.775606317,11.26903572,5.283799197
EGFL7,4.369053723,5.450476871,1.629139123,3.595458416,6.792690982,0.542225143
EGFR,1.310616402,2.670271299,4.911213991,5.005159888,4.174507317,0.489558712
EGLN1,0.8459332,3.353754188,1.045391942,1.516975803,8.315586581,2.786756785
EGLN2,0.407470216,0.643564028,2.046012496,1.557349399,9.717498943,3.452957869
EGLN3,0.196220708,0.516252764,0.256266482,2.904751502,6.974152083,1.35260487
EGR1,5.020618596,3.439065099,2.144651646,3.074771835,11.30315804,0.220357075
EGR2,2.161108195,0.997817971,0.132936495,0.182863922,9.586485818,-0.235768613
EGR3,0.278747254,0.073752924,0.23601243,0.136889851,4.747864448,0.574360811
EGR4,1.489666521,0.152177461,0,0,7.638492465,-0.198986672
EHBP1,2.134694246,4.002028554,3.167320368,3.558455891,8.306607275,5.404656296
EHD1,1.897535449,4.105198762,4.282540552,4.964484246,9.766620322,4.989954517
EHD2,2.944416241,3.23985353,5.022752825,4.787517059,6.444707858,2.138114572
EHD3,0,1.596622101,4.895945859,2.259885985,0.839959571,0.403722222
EHD4,1.398862542,2.368079993,3.663429825,5.797421378,7.573212311,2.627309771
EHF,0,1.845259775,0.112515953,6.613845876,9.57564132,1.18322193
EHHADH,0,1.240138531,1.322031445,2.948269675,5.604166045,0.828888092
EHMT1,0.255066547,1.381939269,1.326431391,2.479631904,7.505966766,-0.008844865
EHMT2,1.61226148,2.547390272,2.857872592,2.883993967,10.21877893,-0.135411527
EI24,6.837803012,7.057252346,4.171067524,6.259697044,12.20008013,4.09955527
EID1,6.116048633,6.975852871,6.761803615,6.533810107,11.88603693,1.036318347
EID2,4.042891772,5.85723549,3.607544361,3.622768169,11.38904414,4.255939367
EID2B,3.177665058,2.607144489,1.104686041,1.227924532,7.171665955,3.103587164
EID3,0,3.321561033,2.670378021,1.077104585,6.19741809,2.935707719
EIF1,6.849139015,8.699286461,5.031322667,5.57435045,15.87742597,6.100489436
EIF1AD,1.964179812,2.485964965,2.545883546,3.69084518,8.500455406,1.294459481
EIF1AY,2.887453982,2.89349133,3.044173449,2.729998158,5.653813512,3.051212967
EIF1B,1.094759112,2.893059622,2.913597094,3.793038241,10.86259772,4.783055588
EIF2A,4.131887496,4.369492588,3.105114843,4.411830379,9.506818832,4.675833316
EIF2AK1,4.948839548,5.252018971,3.554588214,4.542366134,8.601961141,6.28466163
EIF2AK2,1.933158584,5.023568808,5.842533697,5.393690628,9.251706826,4.631400592
EIF2AK3,1.132544175,3.262914799,1.392621478,1.488890568,9.854660656,1.583379621
EIF2AK4,1.480103538,2.67198973,2.945001952,4.226741048,8.092180081,2.62256565
EIF2B1,4.007554487,3.741270284,2.982886291,4.4176542,10.84363293,3.534388239
EIF2B2,1.751924957,2.653817792,1.874134962,3.783954924,10.10753372,5.390395435
EIF2B4,2.966604246,2.858515425,2.239015522,3.105798659,7.548654704,-0.195738403
EIF2B5,2.045274541,2.801954535,2.178540588,4.220910225,10.30492185,2.919281725
EIF2D,3.864483631,3.86289364,2.192516699,3.76961673,8.841898544,2.703721554
EIF2S1,3.443671372,5.283932914,4.079505247,4.987347249,9.276452093,2.483815777
EIF2S2,4.800145988,6.401801985,5.031550212,6.291710351,9.968153425,2.314473797
EIF3A,3.570091896,6.657721854,5.449714445,5.272867718,12.21543445,5.076393627
EIF3B,3.582458752,4.997899841,3.835433566,5.802971336,12.44793423,3.812548687
EIF3D,4.182816909,5.254673829,4.977188431,7.227865316,14.25392001,5.495346853
EIF3E,3.799701961,3.640638647,1.982466448,3.306699309,13.20632905,7.418236339
EIF3F,4.713195685,4.667736074,3.041554463,4.595484681,12.42676754,6.013898352
EIF3G,4.841554423,5.298684975,4.426993282,6.258823369,12.456801,5.079718839
EIF3H,6.623257583,6.175142504,3.759849121,5.327057008,14.95406896,5.745158256
EIF3I,4.700428028,5.155429938,3.767729237,6.256558594,12.54396471,5.564717766
EIF3J,3.879928544,3.631904421,2.911176847,3.970699939,10.93048807,3.395102021
EIF3K,8.392691243,7.97275336,4.793229873,6.879912662,14.73786406,7.177381564
EIF3L,6.297534279,6.312347673,3.676433594,5.846128591,13.32095094,5.869404626
EIF3M,4.416670266,4.532003763,3.887251347,5.452453587,13.06200716,5.966513538
EIF4A1,1.406365061,1.116266362,1.985281345,2.510270237,10.9381503,7.8117444
EIF4A2,5.673824167,6.384648021,4.858871278,6.424367548,11.36336846,5.909866641
EIF4A3,1.77092802,3.926384395,2.776112336,5.125533752,11.72690167,6.510434891
EIF4B,5.77462133,7.026898321,5.194362557,6.614129033,11.10255137,6.291917806
EIF4E,1.928045043,2.316980154,3.460113765,3.948210013,7.359659604,-0.144446066
EIF4E2,1.816711096,2.604428512,2.589201953,3.869754596,11.62393731,4.543506834
EIF4E3,0.994609675,0.813257786,1.121194851,1.55055523,2.264362897,1.234367537
EIF4EBP1,7.815702937,7.798878103,3.158464274,7.848061351,13.62000726,1.424792589
EIF4EBP2,1.001748716,2.684148124,4.252127129,3.230233889,10.53606083,2.124211987
EIF4ENIF1,1.71607568,1.94684271,2.098875755,2.389062915,8.882845773,3.042283268
EIF4G1,4.092271791,5.446921924,5.584213405,6.757929091,10.62428117,0.137244571
EIF4G2,7.454042158,8.753518115,6.485411462,7.137547074,14.4690192,5.284575543
EIF4G3,1.440919132,2.702322231,3.612305915,2.929309053,7.440332896,2.669444542
EIF4H,4.255782879,5.546357742,4.982939866,6.821623508,10.64480001,5.666607137
EIF5,3.699755122,5.179020073,4.883620591,4.747322928,10.94544686,0.382986756
EIF5A,9.044340545,8.725797644,6.078204534,8.101228222,11.26578181,6.557732188
EIF5A2,1.235850434,1.490777084,1.929422592,1.965073883,10.43580325,1.043064985
EIF5B,2.529518522,4.345764922,3.259371666,2.510293504,6.894603742,3.721878662
EIF6,5.309727514,5.456004603,4.878486072,7.429348627,12.12471396,0.143357789
EIPR1,2.128947154,2.032282602,1.672769776,3.756710971,10.08361951,4.467569947
ELAC1,1.057169536,0.735479312,1.088556789,1.688838819,8.474531584,0.570654598
ELAC2,1.652997903,3.392421632,3.350249789,4.871718168,10.0242766,2.990576716
ELAPOR1,0.302589583,0.080556123,0.474233383,0.324232704,3.225514143,1.244259563
ELAVL1,3.848535985,3.850297815,2.382498354,4.434554138,10.5677636,0.887354243
ELF1,2.131506444,4.096682843,4.859890323,5.032323384,7.312051455,3.815860661
ELF2,0.701859264,2.350961578,2.367132245,3.29711186,8.374757002,0.249878545
ELF3,1.760650227,6.109260079,0.320732607,2.388179268,11.76167279,4.711682114
ELF4,1.283251406,2.401810197,3.124426387,4.085288256,9.598472796,3.421991141
ELFN1,0,0,0.343137619,0,15.29347125,-0.164891501
ELFN2,0.687181324,0.595020277,0.029065577,1.185876046,3.749349254,0.638431079
ELK1,2.670579891,2.651411041,3.187159278,3.912700664,4.033865689,3.859507752
ELK3,4.671600377,4.771830335,4.307411508,3.973674741,12.21842833,0.226454397
ELK4,0.692391677,1.591599494,3.672976894,2.31486914,5.687330602,0.412614638
ELL,0.284662175,0.97540484,2.258003328,2.824994179,7.943879709,1.850324019
ELL2,0.930184334,2.496308615,3.404581928,5.832500484,11.03662139,1.563447226
ELMO2,0.57320993,2.35660726,3.640558558,3.654164423,8.215623311,0.227740191
ELMO3,2.772385215,2.062838799,1.298094623,5.361065149,7.196997627,0.544320582
ELMOD2,2.469709016,3.271607909,2.862482975,2.535519921,10.05645614,2.429938878
ELMOD3,1.024648437,2.070479788,1.813073659,2.469215322,8.672279585,0.611089547
ELN,0,0,1.118071001,0,3.258461543,0.152612635
ELOA,2.266382074,4.065772364,3.581657702,4.869363392,9.823634597,2.674656794
ELOB,6.634811896,6.463872933,3.999778453,5.915603371,14.91654953,2.645693803
ELOC,4.285806529,3.070411432,2.850214413,3.584703723,12.23569732,4.826077967
ELOF1,3.323411046,2.798057428,2.791791545,4.023929427,7.990594252,2.633696358
ELOVL1,5.273142655,5.206385034,5.282018951,6.712832726,9.468256295,2.121488129
ELOVL3,2.023243902,4.640808506,2.023950644,0.701488676,7.568653069,0.136496433
ELOVL4,0.775744627,1.315834402,2.245135174,2.834081855,7.349236227,1.572783269
ELOVL5,3.103682962,4.913946626,4.832643073,5.436422406,7.274621584,5.116412336
ELOVL6,1.218645958,2.766947421,2.198779842,3.070956993,6.970002037,2.049609325
ELOVL7,1.547826694,3.970459442,0.356967698,2.563861555,7.031188539,1.726248224
ELP1,0.914053033,2.291432329,1.276928153,2.803274533,9.18977734,0.240945846
ELP2,1.176900021,2.254358039,2.941231437,3.482809926,10.05784999,2.997030946
ELP3,1.123066197,2.473983276,2.662874536,3.953302878,7.743940116,4.094841571
ELP4,0.210991715,0.231917547,0.328925032,0.989803319,7.707175338,2.184092367
ELP5,4.248119243,5.204594688,2.356397673,3.775324374,8.748883747,1.438652346
ELP6,2.099826033,1.875374965,2.290319245,4.098803633,10.10156395,1.957662154
EMC1,1.43986566,2.660349214,3.040064416,3.658067102,6.295251816,3.078689242
EMC10,4.430190233,4.545273205,3.2128884,3.298257794,11.31011851,-0.319692091
EMC2,1.163074642,2.017864598,2.978170609,2.430891344,5.956478779,1.604341946
EMC4,5.027464676,5.459360809,3.498722685,4.400313249,12.46093184,6.057635471
EMC6,1.918048735,1.018527247,0.946337075,1.970860795,11.56305764,2.842951848
EMC7,6.785844931,7.314452248,5.459480958,5.742190365,12.08149906,6.454434594
EMC8,1.519787662,2.397079646,2.323186015,4.124730745,12.18559483,2.581663207
EMC9,3.98491706,5.163662816,2.367539943,3.71393657,10.84635389,3.303780894
EMD,5.897501504,5.135020122,3.544928516,4.827887347,9.346188925,5.261455971
EME1,1.394142178,1.624649859,1.203830332,1.645745289,8.211203976,1.860379168
EMG1,0.97239673,0.889340687,1.398694388,2.681180757,10.47674065,5.131044626
EMID1,0.733790693,0.626533686,0.102610921,0.072587849,2.877182048,-0.198078941
EMILIN1,0,0.094373758,6.072399795,0.486338244,10.84804547,-0.429878052
EMILIN2,0.221354455,0.534943383,1.334038543,0.65177892,6.122130319,2.780554098
EMILIN3,0,0.18810908,0.066526382,0.179053317,8.04367945,-0.452428956
EML1,1.598944127,1.692621064,2.190105373,0.16150064,2.365524322,-0.066255575
EML3,2.234447556,3.469813193,2.303322353,3.165041769,6.119476807,3.488544958
EML4,1.270536157,4.219767206,2.85864886,3.414381949,10.54561368,4.897553766
EMP1,0.185170326,1.962861991,5.573389864,4.254803111,10.17910874,4.579646607
EMP2,1.451974975,2.2112822,2.028929989,3.870667501,10.26974881,0.802828153
EMP3,7.473500677,6.848747175,7.683505073,5.633665318,10.6311721,5.912074971
EMSY,0.628511684,1.480989497,1.314531608,1.165371261,9.653960604,0.150103531
